ID,UserID,SubjectID,IsPositive,AgeGroupID,GenderID,RelevantTweetsCount,ImageAnalysisGender,ImageAnalysisGenderConfidence,ImageAnalysisLowAge,ImageAnalysisHighAge,ImageAnalysisAgeConfidence,ImageAnalysisChecked
2612,26791376,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2613,26792275,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2614,26871774,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2615,26883100,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2616,26895563,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2617,26922899,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2618,26923921,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2619,26984736,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2620,26998541,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2621,26999489,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2622,27001391,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2623,27007885,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2624,27015600,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2625,27015752,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2626,27030311,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2627,27032207,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2628,27037643,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2629,27041653,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2630,27041654,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2631,27063263,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2632,27064536,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2633,27065217,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2634,27068567,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2635,27073389,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2636,27095023,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2637,27095470,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2638,27096827,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2639,27109121,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2640,27131872,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2641,27133982,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2642,27142569,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2643,27142955,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2644,27144208,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2645,27145527,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2646,27148046,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2647,27152954,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2648,27159388,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2649,27163405,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2650,27172412,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2651,27189557,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2652,27198487,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2653,27201623,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2654,27216281,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2655,27222673,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2656,27234909,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2657,27235734,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2658,27246449,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2659,27256997,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2660,27274942,1,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0
2661,27277972,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2662,27285591,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2663,27310460,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2664,27323843,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2665,27327319,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2666,27330727,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2667,27347732,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2668,27364778,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2669,27366144,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2670,27393312,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2671,27421330,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2672,27435320,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2673,27443191,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2674,27480901,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2675,27488996,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2676,27507539,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2677,27510824,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2678,27520180,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2679,27522964,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2680,27550771,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2681,27553288,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2682,27559080,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2683,27574386,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2684,27592328,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2685,27603449,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2686,27606741,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2687,27607015,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2688,27608154,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2689,27609877,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2690,27649741,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2691,27650730,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2692,27661137,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2693,27677483,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2694,27677542,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2695,27689907,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2696,27693508,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2697,27696743,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2698,27706099,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2699,27725199,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2700,27730081,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2701,27757760,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2702,27769519,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2703,27784924,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2704,27835278,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2705,27844479,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2706,27873469,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2707,27881196,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2708,27882000,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0
2709,27892666,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2710,27901877,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2711,27953967,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2712,27959049,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2713,27966502,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2714,28027426,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2715,28029083,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2716,28031362,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0
2717,28033904,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2718,28040192,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2719,28041010,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2720,28049003,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2721,28052526,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2722,28064098,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2723,28068235,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2724,28119336,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2725,28131515,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2726,28143324,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2727,28143555,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2728,28144315,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2729,28149985,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2730,28155776,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2731,28167948,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2732,28185163,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2733,28186908,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2734,28215663,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2735,28240039,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2736,28246898,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2737,28251137,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2738,28263648,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2739,28280352,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2740,28285377,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2741,28301186,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2742,28329252,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2743,28330827,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2744,28332786,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2745,28348670,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2746,28354133,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2747,28360035,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2748,28366297,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2749,28370738,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2750,28371952,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2751,28374579,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2752,28375373,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2753,28387139,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2754,28391728,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2755,28394820,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2756,28406157,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2757,28427434,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2758,28445279,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2759,28461146,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2760,28467378,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2761,28505099,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2762,28535385,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2763,28537758,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2764,28540576,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2765,28561483,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2766,28568928,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2767,28577697,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2768,28593458,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2769,28595930,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2770,28614262,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2771,28629019,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2772,28629394,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2773,28639102,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2774,28645214,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2775,28646623,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2776,28661767,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2777,28664162,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2778,28674256,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2779,28700345,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2780,28740639,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2781,28760577,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2782,28779853,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2783,28785486,1,NULL,NULL,2,12,NULL,NULL,NULL,NULL,NULL,0
2784,28796543,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2785,28800170,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2786,28818582,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2787,28822811,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2788,28829338,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2789,28842653,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2790,28847899,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2791,28855031,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2792,28856688,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2793,28870289,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2794,28871606,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2795,28899643,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2796,28931900,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2797,28999528,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2798,29003791,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2799,29010023,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2800,29011011,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2801,29014669,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2802,29021006,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2803,29055262,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2804,29073978,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2805,29091291,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2806,29103854,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2807,29107401,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2808,29118781,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2809,29120250,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2810,29142694,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2811,29154416,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2812,29175277,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2813,29184911,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2814,29187817,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2815,29221775,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2816,29222187,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2817,29224372,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2818,29242321,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2819,29250571,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2820,29266647,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2821,29272019,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2822,29275483,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2823,29282746,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2824,29283791,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2825,29305643,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2826,29311842,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2827,29365900,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2828,29382585,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2829,29400182,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2830,29414925,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2831,29417304,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2832,29442313,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0
2833,29443660,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2834,29463651,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2835,29464509,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2836,29465136,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2837,29493642,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2838,29501253,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2839,29510064,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2840,29515773,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2841,29523440,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2842,29536859,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2843,29547555,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2844,29549589,1,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0
2845,29553312,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2846,29558389,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2847,29574500,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2848,29587675,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2849,29609843,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2850,29625786,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2851,29635868,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2852,29657522,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2853,29721824,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2854,29723984,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2855,29737593,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2856,29738476,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2857,29746168,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2858,29747650,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2859,29752457,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2860,29755799,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2861,29764564,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2862,29778222,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2863,29779504,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2864,29783491,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2865,29818928,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2866,29849933,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2867,29865964,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2868,29878009,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2869,29883996,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2870,29884875,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2871,29887193,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2872,29898201,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2873,29906055,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2874,29909029,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2875,29910265,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2876,29940302,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2877,29960419,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2878,29961391,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2879,29970552,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2880,29980930,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2881,29993565,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2882,30011719,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2883,30021918,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2884,30029450,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2885,30033696,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2886,30042154,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2887,30043147,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2888,30048450,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2889,30063549,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2890,30066919,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2891,30091043,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2892,30117361,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2893,30119925,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2894,30122242,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2895,30168446,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2896,30181014,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2897,30182732,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2898,30211023,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2899,30231573,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2900,30253915,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2901,30257950,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2902,30272877,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2903,30273080,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2904,30278444,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2905,30286958,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2906,30310435,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2907,30313925,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0
2908,30319316,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2909,30335609,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2910,30347262,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2911,30354991,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0
2912,30363347,1,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0
2913,30401928,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2914,30409527,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2915,30444637,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2916,30450902,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2917,30486711,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2918,30511171,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
2919,30523058,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
